PDV_ID;NOME;CATEGORIA;ENDERECO;LOCAL;ESTADO;NR_CAIXAS;CLASIFICACAO_1;CLASIFICACAO_2;CLASIFICACAO_3;CLASIFICACAO_4;CLASIFICACAO_5;CLASIFICACAO_6;CLASIFICACAO_7;CLASIFICACAO_8;CLASIFICACAO_9;CLASIFICACAO_10;PRIMEIRA_TRANS;ULTIMA_TRANS;CNPJ;RAZAO_SOCIAL;REDE;TIPO_LOJA;MARCA;REGIAO;DATA_PROMO;PODE_PROMO
4599;ATACAREJO VIA BRASIL LJ 599;AUTOSERVICIOS;RUA MARKS, 886;PELOTAS;RIO GRANDE DO SUL;15;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;PELOTAS;ATACAREJO;"";"";"";"";201707;202508;80349441608802;ATACAREJO VIA BRASIL LJ 599 S.A.;REDE ALFA;Atacarejo;VIA BRASIL;RIO GRANDE DO SUL INTERIOR;202508;PUEDE PROMOCIONAR
4600;ATACAREJO VIA BRASIL LJ 600;AUTOSERVICIOS;R SCHMITT, 977;CAXIAS DO SUL;RIO GRANDE DO SUL;11;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;CAXIAS DO SUL;ATACAREJO;"";"";"";"";201803;202404;79926611541472;ATACAREJO VIA BRASIL LJ 600 EIRELI;REDE ALFA;Atacarejo;VIA BRASIL;RIO GRANDE DO SUL INTERIOR;;NO PUEDE PROMOCIONAR
4601;ATACAREJO VIA BRASIL LJ 601;AUTOSERVICIOS;AVENIDA ERDMAN, 349;MARINGA;PARANA;11;BRASIL;SUL;PARANA;INTERIOR;MARINGA;ATACAREJO;"";"";"";"";202101;202403;70215814178515;ATACAREJO VIA BRASIL LJ 601 LTDA;REDE ALFA;Atacarejo;VIA BRASIL;PARANA INTERIOR;202403;PUEDE PROMOCIONAR
4602;ATACAREJO VIA BRASIL LJ 602;AUTOSERVICIOS;AVENIDA KING, 340;SALVADOR;BAHIA;15;BRASIL;NORDESTE;BAHIA;REGIAO DA CAPITAL;SALVADOR;ATACAREJO;"";"";"";"";202004;202509;98516778211090;ATACAREJO VIA BRASIL LJ 602 LTDA;REDE ALFA;Atacarejo;VIA BRASIL;BAHIA CAPITAL;;NO PUEDE PROMOCIONAR
4603;ATACAREJO VIA BRASIL LJ 603;AUTOSERVICIOS;AVENIDA BOGAN-RUNTE, 215;SALVADOR;BAHIA;11;BRASIL;NORDESTE;BAHIA;REGIAO DA CAPITAL;SALVADOR;ATACAREJO;"";"";"";"";201807;202503;89262443546096;ATACAREJO VIA BRASIL LJ 603 EIRELI;REDE ALFA;Atacarejo;VIA BRASIL;BAHIA CAPITAL;202503;PUEDE PROMOCIONAR
4604;ATACAREJO VIA BRASIL LJ 604;AUTOSERVICIOS;RUA BARTELL, 211;GRAVATAI;RIO GRANDE DO SUL;13;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;GRAVATAI;ATACAREJO;"";"";"";"";201808;202402;34876294784864;ATACAREJO VIA BRASIL LJ 604 S.A.;REDE ALFA;Atacarejo;VIA BRASIL;RIO GRANDE DO SUL INTERIOR;202402;PUEDE PROMOCIONAR
4605;ATACAREJO VIA BRASIL LJ 605;AUTOSERVICIOS;R LIND, 937;FEIRA DE SANTANA;BAHIA;12;BRASIL;NORDESTE;BAHIA;INTERIOR;FEIRA DE SANTANA;ATACAREJO;"";"";"";"";201901;202507;15355316671561;ATACAREJO VIA BRASIL LJ 605 LTDA;REDE ALFA;Atacarejo;VIA BRASIL;BAHIA INTERIOR;;NO PUEDE PROMOCIONAR
4606;ATACAREJO VIA BRASIL LJ 606;AUTOSERVICIOS;RUA HILLS, 486;PONTA GROSSA;PARANA;16;BRASIL;SUL;PARANA;INTERIOR;PONTA GROSSA;ATACAREJO;"";"";"";"";202104;202406;94828150602698;ATACAREJO VIA BRASIL LJ 606 S.A.;REDE ALFA;Atacarejo;VIA BRASIL;PARANA INTERIOR;;NO PUEDE PROMOCIONAR
4607;ATACAREJO VIA BRASIL LJ 607;AUTOSERVICIOS;AVENIDA ANKUNDING, 302;PETROPOLIS;RIO DE JANEIRO;16;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;PETROPOLIS;ATACAREJO;"";"";"";"";201601;202508;03096286531547;ATACAREJO VIA BRASIL LJ 607 LTDA;REDE ALFA;Atacarejo;VIA BRASIL;RIO DE JANEIRO INTERIOR;202508;PUEDE PROMOCIONAR
4608;ATACAREJO VIA BRASIL LJ 608;AUTOSERVICIOS;RUA HICKLE, 30;SANTOS;SAO PAULO;16;BRASIL;SUDESTE;SAO PAULO;INTERIOR;SANTOS;ATACAREJO;"";"";"";"";201806;202401;22765550349289;ATACAREJO VIA BRASIL LJ 608 S.A.;REDE ALFA;Atacarejo;VIA BRASIL;SAO PAULO INTERIOR;202401;PUEDE PROMOCIONAR
4609;ATACAREJO VIA BRASIL LJ 609;AUTOSERVICIOS;R SCHILLER, 114;FOZ DO IGUAÇU;PARANA;13;BRASIL;SUL;PARANA;INTERIOR;FOZ DO IGUAÇU;ATACAREJO;"";"";"";"";201905;202403;94866584921209;ATACAREJO VIA BRASIL LJ 609 S.A.;REDE ALFA;Atacarejo;VIA BRASIL;PARANA INTERIOR;;NO PUEDE PROMOCIONAR
4610;ATACAREJO VIA BRASIL LJ 610;AUTOSERVICIOS;AV SCHAMBERGER, 275;FOZ DO IGUAÇU;PARANA;15;BRASIL;SUL;PARANA;INTERIOR;FOZ DO IGUAÇU;ATACAREJO;"";"";"";"";201508;202507;74358474131119;ATACAREJO VIA BRASIL LJ 610 EIRELI;REDE ALFA;Atacarejo;VIA BRASIL;PARANA INTERIOR;;NO PUEDE PROMOCIONAR
4611;ATACAREJO VIA BRASIL LJ 611;AUTOSERVICIOS;AVENIDA CRUICKSHANK, 18;ITABUNA;BAHIA;12;BRASIL;NORDESTE;BAHIA;INTERIOR;ITABUNA;ATACAREJO;"";"";"";"";201606;202407;51888586391166;ATACAREJO VIA BRASIL LJ 611 LTDA;REDE ALFA;Atacarejo;VIA BRASIL;BAHIA INTERIOR;202407;PUEDE PROMOCIONAR
4612;ATACAREJO VIA BRASIL LJ 612;AUTOSERVICIOS;RUA TURNER-KEMMER, 755;LONDRINA;PARANA;13;BRASIL;SUL;PARANA;INTERIOR;LONDRINA;ATACAREJO;"";"";"";"";201701;202406;04874846414392;ATACAREJO VIA BRASIL LJ 612 S.A.;REDE ALFA;Atacarejo;VIA BRASIL;PARANA INTERIOR;202406;PUEDE PROMOCIONAR
4613;ATACAREJO VIA BRASIL LJ 613;AUTOSERVICIOS;RUA NADER, 892;CURITIBA;PARANA;17;BRASIL;SUL;PARANA;REGIAO DA CAPITAL;CURITIBA;ATACAREJO;"";"";"";"";201909;202409;76923035856865;ATACAREJO VIA BRASIL LJ 613 LTDA;REDE ALFA;Atacarejo;VIA BRASIL;PARANA CAPITAL;202409;PUEDE PROMOCIONAR
4614;ATACAREJO VIA BRASIL LJ 614;AUTOSERVICIOS;R LEANNON-OSINSKI, 585;JUIZ DE FORA;MINAS GERAIS;14;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;JUIZ DE FORA;ATACAREJO;"";"";"";"";202001;202407;35702597434954;ATACAREJO VIA BRASIL LJ 614 EIRELI;REDE ALFA;Atacarejo;VIA BRASIL;MINAS GERAIS INTERIOR;;NO PUEDE PROMOCIONAR
4615;ATACAREJO VIA BRASIL LJ 615;AUTOSERVICIOS;AVENIDA BATZ, 124;JUIZ DE FORA;MINAS GERAIS;16;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;JUIZ DE FORA;ATACAREJO;"";"";"";"";201705;202505;57772772027578;ATACAREJO VIA BRASIL LJ 615 S.A.;REDE ALFA;Atacarejo;VIA BRASIL;MINAS GERAIS INTERIOR;202505;PUEDE PROMOCIONAR
4616;ATACAREJO VIA BRASIL LJ 616;AUTOSERVICIOS;AV STRACKE, 56;PONTA GROSSA;PARANA;14;BRASIL;SUL;PARANA;INTERIOR;PONTA GROSSA;ATACAREJO;"";"";"";"";202102;202503;65072070884933;ATACAREJO VIA BRASIL LJ 616 S.A.;REDE ALFA;Atacarejo;VIA BRASIL;PARANA INTERIOR;;NO PUEDE PROMOCIONAR
4617;ATACAREJO VIA BRASIL LJ 617;AUTOSERVICIOS;RUA BORER, 574;LONDRINA;PARANA;14;BRASIL;SUL;PARANA;INTERIOR;LONDRINA;ATACAREJO;"";"";"";"";201604;202506;39511869597496;ATACAREJO VIA BRASIL LJ 617 EIRELI;REDE ALFA;Atacarejo;VIA BRASIL;PARANA INTERIOR;;NO PUEDE PROMOCIONAR
4618;ATACAREJO VIA BRASIL LJ 618;AUTOSERVICIOS;RUA WALSH, 53;NOVA IGUACU;RIO DE JANEIRO;13;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;NOVA IGUACU;ATACAREJO;"";"";"";"";201709;202405;99399789779179;ATACAREJO VIA BRASIL LJ 618 LTDA;REDE ALFA;Atacarejo;VIA BRASIL;RIO DE JANEIRO INTERIOR;;NO PUEDE PROMOCIONAR
4619;ATACAREJO VIA BRASIL LJ 619;AUTOSERVICIOS;R BLICK, 951;CURITIBA;PARANA;17;BRASIL;SUL;PARANA;REGIAO DA CAPITAL;CURITIBA;ATACAREJO;"";"";"";"";201702;202507;20387581159575;ATACAREJO VIA BRASIL LJ 619 LTDA;REDE ALFA;Atacarejo;VIA BRASIL;PARANA CAPITAL;;NO PUEDE PROMOCIONAR
4620;ATACAREJO VIA BRASIL LJ 620;AUTOSERVICIOS;RUA GULGOWSKI, 260;LONDRINA;PARANA;13;BRASIL;SUL;PARANA;INTERIOR;LONDRINA;ATACAREJO;"";"";"";"";201803;202402;65717498689769;ATACAREJO VIA BRASIL LJ 620 S.A.;REDE ALFA;Atacarejo;VIA BRASIL;PARANA INTERIOR;202402;PUEDE PROMOCIONAR
4621;ATACAREJO VIA BRASIL LJ 621;AUTOSERVICIOS;AVENIDA WALSH, 486;GRAVATAI;RIO GRANDE DO SUL;12;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;GRAVATAI;ATACAREJO;"";"";"";"";201502;202401;90320783230046;ATACAREJO VIA BRASIL LJ 621 LTDA;REDE ALFA;Atacarejo;VIA BRASIL;RIO GRANDE DO SUL INTERIOR;;NO PUEDE PROMOCIONAR
4622;ATACAREJO VIA BRASIL LJ 622;AUTOSERVICIOS;AV RATH, 709;NOVA IGUACU;RIO DE JANEIRO;15;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;NOVA IGUACU;ATACAREJO;"";"";"";"";201508;202504;17596924706040;ATACAREJO VIA BRASIL LJ 622 EIRELI;REDE ALFA;Atacarejo;VIA BRASIL;RIO DE JANEIRO INTERIOR;;NO PUEDE PROMOCIONAR
4623;ATACAREJO VIA BRASIL LJ 623;AUTOSERVICIOS;RUA SENGER, 184;NITEROI;RIO DE JANEIRO;15;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;NITEROI;ATACAREJO;"";"";"";"";201603;202508;54977184987548;ATACAREJO VIA BRASIL LJ 623 EIRELI;REDE ALFA;Atacarejo;VIA BRASIL;RIO DE JANEIRO INTERIOR;202508;PUEDE PROMOCIONAR
4624;ATACAREJO VIA BRASIL LJ 624;AUTOSERVICIOS;R KOZEY, 245;BELO HORIZONTE;MINAS GERAIS;19;BRASIL;SUDESTE;MINAS GERAIS;REGIAO DA CAPITAL;BELO HORIZONTE;ATACAREJO;"";"";"";"";201802;202405;32252522287891;ATACAREJO VIA BRASIL LJ 624 S.A.;REDE ALFA;Atacarejo;VIA BRASIL;MINAS GERAIS CAPITAL;;NO PUEDE PROMOCIONAR
4625;ATACAREJO VIA BRASIL LJ 625;AUTOSERVICIOS;AVENIDA DENESIK, 944;SAO PAULO;SAO PAULO;16;BRASIL;SUDESTE;SAO PAULO;REGIAO DA CAPITAL;SAO PAULO;ATACAREJO;"";"";"";"";201708;202501;18882104701375;ATACAREJO VIA BRASIL LJ 625 LTDA;REDE ALFA;Atacarejo;VIA BRASIL;SAO PAULO CAPITAL;202501;PUEDE PROMOCIONAR
4626;ATACAREJO VIA BRASIL LJ 626;AUTOSERVICIOS;AVENIDA CROOKS, 324;BETIM;MINAS GERAIS;16;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;BETIM;ATACAREJO;"";"";"";"";201806;202505;60400943082529;ATACAREJO VIA BRASIL LJ 626 S.A.;REDE ALFA;Atacarejo;VIA BRASIL;MINAS GERAIS INTERIOR;;NO PUEDE PROMOCIONAR
4627;ATACAREJO VIA BRASIL LJ 627;AUTOSERVICIOS;AV BRADTKE, 865;RIO DE JANEIRO;RIO DE JANEIRO;12;BRASIL;SUDESTE;RIO DE JANEIRO;REGIAO DA CAPITAL;RIO DE JANEIRO;ATACAREJO;"";"";"";"";202001;202505;25659902425802;ATACAREJO VIA BRASIL LJ 627 EIRELI;REDE ALFA;Atacarejo;VIA BRASIL;RIO DE JANEIRO CAPITAL;202505;PUEDE PROMOCIONAR
4628;ATACAREJO VIA BRASIL LJ 628;AUTOSERVICIOS;RUA BRAKUS, 12;JUIZ DE FORA;MINAS GERAIS;18;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;JUIZ DE FORA;ATACAREJO;"";"";"";"";202109;202401;65745430209760;ATACAREJO VIA BRASIL LJ 628 LTDA;REDE ALFA;Atacarejo;VIA BRASIL;MINAS GERAIS INTERIOR;202401;PUEDE PROMOCIONAR
4629;ATACAREJO VIA BRASIL LJ 629;AUTOSERVICIOS;R MOSCISKI, 624;SANTA MARIA;RIO GRANDE DO SUL;16;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;SANTA MARIA;ATACAREJO;"";"";"";"";201608;202405;88382383466366;ATACAREJO VIA BRASIL LJ 629 S.A.;REDE ALFA;Atacarejo;VIA BRASIL;RIO GRANDE DO SUL INTERIOR;;NO PUEDE PROMOCIONAR
4630;ATACAREJO VIA BRASIL LJ 630;AUTOSERVICIOS;R ROBERTS, 48;SANTA MARIA;RIO GRANDE DO SUL;12;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;SANTA MARIA;ATACAREJO;"";"";"";"";201807;202407;81521400801640;ATACAREJO VIA BRASIL LJ 630 EIRELI;REDE ALFA;Atacarejo;VIA BRASIL;RIO GRANDE DO SUL INTERIOR;202407;PUEDE PROMOCIONAR
4631;ATACAREJO VIA BRASIL LJ 631;AUTOSERVICIOS;RUA PROHASKA, 890;BETIM;MINAS GERAIS;16;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;BETIM;ATACAREJO;"";"";"";"";202005;202504;76735822353727;ATACAREJO VIA BRASIL LJ 631 EIRELI;REDE ALFA;Atacarejo;VIA BRASIL;MINAS GERAIS INTERIOR;;NO PUEDE PROMOCIONAR
4632;ATACAREJO VIA BRASIL LJ 632;AUTOSERVICIOS;AVENIDA BAILEY, 890;RIO DE JANEIRO;RIO DE JANEIRO;12;BRASIL;SUDESTE;RIO DE JANEIRO;REGIAO DA CAPITAL;RIO DE JANEIRO;ATACAREJO;"";"";"";"";201703;202507;90897265757140;ATACAREJO VIA BRASIL LJ 632 EIRELI;REDE ALFA;Atacarejo;VIA BRASIL;RIO DE JANEIRO CAPITAL;202507;PUEDE PROMOCIONAR
4633;ATACAREJO VIA BRASIL LJ 633;AUTOSERVICIOS;R VOLKMAN, 122;BELO HORIZONTE;MINAS GERAIS;14;BRASIL;SUDESTE;MINAS GERAIS;REGIAO DA CAPITAL;BELO HORIZONTE;ATACAREJO;"";"";"";"";201704;202506;83516111995477;ATACAREJO VIA BRASIL LJ 633 EIRELI;REDE ALFA;Atacarejo;VIA BRASIL;MINAS GERAIS CAPITAL;202506;PUEDE PROMOCIONAR
4634;ATACAREJO VIA BRASIL LJ 634;AUTOSERVICIOS;RUA WALSH, 589;ITABUNA;BAHIA;11;BRASIL;NORDESTE;BAHIA;INTERIOR;ITABUNA;ATACAREJO;"";"";"";"";201605;202504;07034168743592;ATACAREJO VIA BRASIL LJ 634 EIRELI;REDE ALFA;Atacarejo;VIA BRASIL;BAHIA INTERIOR;;NO PUEDE PROMOCIONAR
4635;ATACAREJO VIA BRASIL LJ 635;AUTOSERVICIOS;AVENIDA WILKINSON, 562;PETROPOLIS;RIO DE JANEIRO;12;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;PETROPOLIS;ATACAREJO;"";"";"";"";202109;202406;75583123805832;ATACAREJO VIA BRASIL LJ 635 S.A.;REDE ALFA;Atacarejo;VIA BRASIL;RIO DE JANEIRO INTERIOR;202406;PUEDE PROMOCIONAR
4636;ATACAREJO VIA BRASIL LJ 636;AUTOSERVICIOS;AV PACOCHA, 573;LONDRINA;PARANA;20;BRASIL;SUL;PARANA;INTERIOR;LONDRINA;ATACAREJO;"";"";"";"";201805;202403;41614262662308;ATACAREJO VIA BRASIL LJ 636 LTDA;REDE ALFA;Atacarejo;VIA BRASIL;PARANA INTERIOR;202403;PUEDE PROMOCIONAR
4637;ATACAREJO VIA BRASIL LJ 637;AUTOSERVICIOS;AV BOEHM, 259;RIBEIRAO PRETO;SAO PAULO;14;BRASIL;SUDESTE;SAO PAULO;INTERIOR;RIBEIRAO PRETO;ATACAREJO;"";"";"";"";201506;202405;77548365115518;ATACAREJO VIA BRASIL LJ 637 S.A.;REDE ALFA;Atacarejo;VIA BRASIL;SAO PAULO INTERIOR;;NO PUEDE PROMOCIONAR
4638;ATACAREJO VIA BRASIL LJ 638;AUTOSERVICIOS;AVENIDA RICE, 337;SAO PAULO;SAO PAULO;18;BRASIL;SUDESTE;SAO PAULO;REGIAO DA CAPITAL;SAO PAULO;ATACAREJO;"";"";"";"";201705;202409;37579162414806;ATACAREJO VIA BRASIL LJ 638 S.A.;REDE ALFA;Atacarejo;VIA BRASIL;SAO PAULO CAPITAL;202409;PUEDE PROMOCIONAR
4639;ATACAREJO VIA BRASIL LJ 639;AUTOSERVICIOS;AVENIDA ZULAUF, 531;SANTA MARIA;RIO GRANDE DO SUL;15;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;SANTA MARIA;ATACAREJO;"";"";"";"";201509;202406;76131045906780;ATACAREJO VIA BRASIL LJ 639 S.A.;REDE ALFA;Atacarejo;VIA BRASIL;RIO GRANDE DO SUL INTERIOR;202406;PUEDE PROMOCIONAR
4640;ATACAREJO VIA BRASIL LJ 640;AUTOSERVICIOS;AV TRANTOW, 624;BELO HORIZONTE;MINAS GERAIS;13;BRASIL;SUDESTE;MINAS GERAIS;REGIAO DA CAPITAL;BELO HORIZONTE;ATACAREJO;"";"";"";"";202006;202503;72372493317240;ATACAREJO VIA BRASIL LJ 640 EIRELI;REDE ALFA;Atacarejo;VIA BRASIL;MINAS GERAIS CAPITAL;;NO PUEDE PROMOCIONAR
4641;ATACAREJO VIA BRASIL LJ 641;AUTOSERVICIOS;AV FRAMI, 565;ITABUNA;BAHIA;18;BRASIL;NORDESTE;BAHIA;INTERIOR;ITABUNA;ATACAREJO;"";"";"";"";201706;202501;57866545344734;ATACAREJO VIA BRASIL LJ 641 LTDA;REDE ALFA;Atacarejo;VIA BRASIL;BAHIA INTERIOR;202501;PUEDE PROMOCIONAR
4642;ATACAREJO VIA BRASIL LJ 642;AUTOSERVICIOS;AV ANDERSON, 577;SAO PAULO;SAO PAULO;14;BRASIL;SUDESTE;SAO PAULO;REGIAO DA CAPITAL;SAO PAULO;ATACAREJO;"";"";"";"";201809;202401;73576705262605;ATACAREJO VIA BRASIL LJ 642 S.A.;REDE ALFA;Atacarejo;VIA BRASIL;SAO PAULO CAPITAL;202401;PUEDE PROMOCIONAR
4643;ATACAREJO VIA BRASIL LJ 643;AUTOSERVICIOS;R MORISSETTE, 564;NOVA IGUACU;RIO DE JANEIRO;17;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;NOVA IGUACU;ATACAREJO;"";"";"";"";201905;202502;03961861649485;ATACAREJO VIA BRASIL LJ 643 EIRELI;REDE ALFA;Atacarejo;VIA BRASIL;RIO DE JANEIRO INTERIOR;;NO PUEDE PROMOCIONAR
4644;ATACAREJO VIA BRASIL LJ 644;AUTOSERVICIOS;RUA HACKETT-O'KON, 864;CONTAGEM;MINAS GERAIS;13;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;CONTAGEM;ATACAREJO;"";"";"";"";202104;202503;46908360237730;ATACAREJO VIA BRASIL LJ 644 LTDA;REDE ALFA;Atacarejo;VIA BRASIL;MINAS GERAIS INTERIOR;202503;PUEDE PROMOCIONAR
4645;ATACAREJO VIA BRASIL LJ 645;AUTOSERVICIOS;AV MAGGIO, 557;ITABUNA;BAHIA;13;BRASIL;NORDESTE;BAHIA;INTERIOR;ITABUNA;ATACAREJO;"";"";"";"";202104;202401;84508967254786;ATACAREJO VIA BRASIL LJ 645 LTDA;REDE ALFA;Atacarejo;VIA BRASIL;BAHIA INTERIOR;202401;PUEDE PROMOCIONAR
4646;ATACAREJO VIA BRASIL LJ 646;AUTOSERVICIOS;R PACOCHA, 957;PETROPOLIS;RIO DE JANEIRO;13;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;PETROPOLIS;ATACAREJO;"";"";"";"";202105;202402;10148249747420;ATACAREJO VIA BRASIL LJ 646 EIRELI;REDE ALFA;Atacarejo;VIA BRASIL;RIO DE JANEIRO INTERIOR;;NO PUEDE PROMOCIONAR
4647;ATACAREJO VIA BRASIL LJ 647;AUTOSERVICIOS;AV HILLL, 914;PORTO ALEGRE;RIO GRANDE DO SUL;18;BRASIL;SUL;RIO GRANDE DO SUL;REGIAO DA CAPITAL;PORTO ALEGRE;ATACAREJO;"";"";"";"";202006;202502;00204639616163;ATACAREJO VIA BRASIL LJ 647 LTDA;REDE ALFA;Atacarejo;VIA BRASIL;RIO GRANDE DO SUL CAPITAL;;NO PUEDE PROMOCIONAR
4648;ATACAREJO VIA BRASIL LJ 648;AUTOSERVICIOS;AV COLLINS, 688;CAMAÇARI;BAHIA;12;BRASIL;NORDESTE;BAHIA;INTERIOR;CAMAÇARI;ATACAREJO;"";"";"";"";202107;202408;47441262781657;ATACAREJO VIA BRASIL LJ 648 S.A.;REDE ALFA;Atacarejo;VIA BRASIL;BAHIA INTERIOR;202408;PUEDE PROMOCIONAR
4649;ATACAREJO VIA BRASIL LJ 649;AUTOSERVICIOS;RUA BAUMBACH, 942;ITABUNA;BAHIA;13;BRASIL;NORDESTE;BAHIA;INTERIOR;ITABUNA;ATACAREJO;"";"";"";"";202001;202505;62210628877716;ATACAREJO VIA BRASIL LJ 649 EIRELI;REDE ALFA;Atacarejo;VIA BRASIL;BAHIA INTERIOR;;NO PUEDE PROMOCIONAR
4650;ATACAREJO VIA BRASIL LJ 650;AUTOSERVICIOS;AV SWIFT, 681;NOVA IGUACU;RIO DE JANEIRO;11;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;NOVA IGUACU;ATACAREJO;"";"";"";"";201909;202408;77958913741971;ATACAREJO VIA BRASIL LJ 650 EIRELI;REDE ALFA;Atacarejo;VIA BRASIL;RIO DE JANEIRO INTERIOR;;NO PUEDE PROMOCIONAR
4651;ATACAREJO VIA BRASIL LJ 651;AUTOSERVICIOS;R HAMMES, 138;LONDRINA;PARANA;12;BRASIL;SUL;PARANA;INTERIOR;LONDRINA;ATACAREJO;"";"";"";"";201605;202509;66497764254898;ATACAREJO VIA BRASIL LJ 651 EIRELI;REDE ALFA;Atacarejo;VIA BRASIL;PARANA INTERIOR;;NO PUEDE PROMOCIONAR
4652;ATACAREJO VIA BRASIL LJ 652;AUTOSERVICIOS;AVENIDA NOLAN, 778;NITEROI;RIO DE JANEIRO;17;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;NITEROI;ATACAREJO;"";"";"";"";202104;202409;57243380195406;ATACAREJO VIA BRASIL LJ 652 S.A.;REDE ALFA;Atacarejo;VIA BRASIL;RIO DE JANEIRO INTERIOR;202409;PUEDE PROMOCIONAR
4653;ATACAREJO VIA BRASIL LJ 653;AUTOSERVICIOS;AV STOKES, 858;SAO PAULO;SAO PAULO;20;BRASIL;SUDESTE;SAO PAULO;REGIAO DA CAPITAL;SAO PAULO;ATACAREJO;"";"";"";"";202007;202408;28685584376692;ATACAREJO VIA BRASIL LJ 653 LTDA;REDE ALFA;Atacarejo;VIA BRASIL;SAO PAULO CAPITAL;;NO PUEDE PROMOCIONAR
4654;ATACAREJO VIA BRASIL LJ 654;AUTOSERVICIOS;RUA GORCZANY, 39;CAXIAS DO SUL;RIO GRANDE DO SUL;12;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;CAXIAS DO SUL;ATACAREJO;"";"";"";"";201809;202504;91955238432023;ATACAREJO VIA BRASIL LJ 654 EIRELI;REDE ALFA;Atacarejo;VIA BRASIL;RIO GRANDE DO SUL INTERIOR;202504;PUEDE PROMOCIONAR
4655;ATACAREJO VIA BRASIL LJ 655;AUTOSERVICIOS;AVENIDA LANG, 480;PELOTAS;RIO GRANDE DO SUL;19;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;PELOTAS;ATACAREJO;"";"";"";"";201803;202401;77293022954895;ATACAREJO VIA BRASIL LJ 655 LTDA;REDE ALFA;Atacarejo;VIA BRASIL;RIO GRANDE DO SUL INTERIOR;;NO PUEDE PROMOCIONAR
4656;ATACAREJO VIA BRASIL LJ 656;AUTOSERVICIOS;AV CARROLL, 795;SALVADOR;BAHIA;17;BRASIL;NORDESTE;BAHIA;REGIAO DA CAPITAL;SALVADOR;ATACAREJO;"";"";"";"";202103;202506;40775915873024;ATACAREJO VIA BRASIL LJ 656 LTDA;REDE ALFA;Atacarejo;VIA BRASIL;BAHIA CAPITAL;202506;PUEDE PROMOCIONAR
4657;ATACAREJO VIA BRASIL LJ 657;AUTOSERVICIOS;RUA HERMANN, 857;CONTAGEM;MINAS GERAIS;20;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;CONTAGEM;ATACAREJO;"";"";"";"";201507;202401;51502649793128;ATACAREJO VIA BRASIL LJ 657 LTDA;REDE ALFA;Atacarejo;VIA BRASIL;MINAS GERAIS INTERIOR;202401;PUEDE PROMOCIONAR
4658;ATACAREJO VIA BRASIL LJ 658;AUTOSERVICIOS;AV CUMMINGS, 78;SANTA MARIA;RIO GRANDE DO SUL;17;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;SANTA MARIA;ATACAREJO;"";"";"";"";202107;202403;44188832921153;ATACAREJO VIA BRASIL LJ 658 EIRELI;REDE ALFA;Atacarejo;VIA BRASIL;RIO GRANDE DO SUL INTERIOR;202403;PUEDE PROMOCIONAR
4659;ATACAREJO VIA BRASIL LJ 659;AUTOSERVICIOS;AV LINDGREN, 587;CURITIBA;PARANA;13;BRASIL;SUL;PARANA;REGIAO DA CAPITAL;CURITIBA;ATACAREJO;"";"";"";"";201606;202406;70585836458962;ATACAREJO VIA BRASIL LJ 659 LTDA;REDE ALFA;Atacarejo;VIA BRASIL;PARANA CAPITAL;202406;PUEDE PROMOCIONAR
4660;ATACAREJO VIA BRASIL LJ 660;AUTOSERVICIOS;R FUNK, 183;SANTOS;SAO PAULO;13;BRASIL;SUDESTE;SAO PAULO;INTERIOR;SANTOS;ATACAREJO;"";"";"";"";201807;202407;58044889760811;ATACAREJO VIA BRASIL LJ 660 S.A.;REDE ALFA;Atacarejo;VIA BRASIL;SAO PAULO INTERIOR;202407;PUEDE PROMOCIONAR
