PROD_ID;EAN;NOME;FABRICANTE;MARCA;CATEGORIA;PESO_UNITARIO;CLASIFICACAO_1;CLASIFICACAO_2;CLASIFICACAO_3;CLASIFICACAO_4;CLASIFICACAO_5;CLASIFICACAO_6;CLASIFICACAO_7;CLASIFICACAO_8;CLASIFICACAO_9;CLASIFICACAO_10;EST_MER_1;EST_MER_2;EST_MER_3;EST_MER_4;EST_MER_5;EST_MER_6;EST_MER_7;EST_MER_8;EST_MER_9;EST_MER_10;EST_MER_ID;CONTEUD_PACK;EAN_CONTEUDO
3581;1,49719E+12;Lonely Hierarchy Refrigerante Guaraná Light 2,5L;Schmidt, Reichel and Luettgen;Lonely Hierarchy;Refrigerantes;350;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;GUARANÁ;2,5L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;1,49719E+12
3582;9,19072E+12;Tepid Midwife Refrigerante Laranja Light 269ML;Lowe - Wilkinson;Tepid Midwife;Refrigerantes;350;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;LATA;UN;SEM CAFEÍNA;SABOR NATURAL;LARANJA;269ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;9,19072E+12
3583;9,12738E+12;Precious Alert Refrigerante Laranja Light 1L;Smith Inc;Precious Alert;Refrigerantes;350;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;LARANJA;1L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;9,12738E+12
3584;6,54343E+12;Chilly Recommendation Refrigerante Uva Zero 3L;Kling, Wolff and Nicolas;Chilly Recommendation;Refrigerantes;2000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;UVA;3L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;6,54343E+12
3585;1,26803E+12;Back Vanadyl Refrigerante Cola Light 2L;Deckow - Jast;Back Vanadyl;Refrigerantes;350;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;COM CAFEÍNA;SABOR ARTIFICIAL;COLA;2L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;1,26803E+12
3586;7,98881E+12;Helpless Hunt Refrigerante Laranja Diet 2L;Jones - Barrows;Helpless Hunt;Refrigerantes;1000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;LARANJA;2L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;7,98881E+12
3587;3,40858E+12;Infinite Cemetery Refrigerante Limão Zero 3L;Kuhn and Sons;Infinite Cemetery;Refrigerantes;500;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;LIMÃO;3L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;3,40858E+12
3588;3,05242E+12;Handy Birdcage Refrigerante Limão Tradicional 3L;Franecki - Williamson;Handy Birdcage;Refrigerantes;250;BEBIDA;C/ GAS;S/ ALCOOL;C/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;LIMÃO;3L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;3,05242E+12
3589;3,13356E+12;Brown Collectivization Refrigerante Cola Tradicional 1L;Rowe - Buckridge;Brown Collectivization;Refrigerantes;250;BEBIDA;C/ GAS;S/ ALCOOL;C/ AÇUCAR;PET;UN;COM CAFEÍNA;SABOR NATURAL;COLA;1L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;3,13356E+12
3590;1,5567E+12;Lonely Puppet Refrigerante Abacaxi Tradicional 600ML;Deckow, Armstrong and Hackett;Lonely Puppet;Refrigerantes;250;BEBIDA;C/ GAS;S/ ALCOOL;C/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;ABACAXI;600ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;1,5567E+12
3591;5,54255E+12;Alarmed Pocket-watch Refrigerante Abacaxi Light 600ML;Larson, Tromp and Roberts;Alarmed Pocket-watch;Refrigerantes;2000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;ABACAXI;600ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;5,54255E+12
3592;6,30203E+12;Overdue Decision Refrigerante Abacaxi Light 600ML;Littel, Auer and VonRueden;Overdue Decision;Refrigerantes;250;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;ABACAXI;600ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;6,30203E+12
3593;2,0431E+12;Turbulent Steeple Refrigerante Guaraná Tradicional 350ML pack;Douglas - Rosenbaum;Turbulent Steeple;Refrigerantes;2000;BEBIDA;C/ GAS;S/ ALCOOL;C/ AÇUCAR;LATA;PACK;SEM CAFEÍNA;SABOR NATURAL;GUARANÁ;350ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;6;2,0431E+12
3594;3,35158E+12;Mundane Galoshes Refrigerante Maracujá Zero 600ML;Kris and Sons;Mundane Galoshes;Refrigerantes;1000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;MARACUJÁ;600ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;3,35158E+12
3595;6,29127E+12;Watery Kiss Refrigerante Guaraná Zero 2L;Crooks - Witting;Watery Kiss;Refrigerantes;350;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;GUARANÁ;2L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;6,29127E+12
3596;7,19884E+12;Unruly Chasuble Refrigerante Cola Light 600ML;Reichert - Metz;Unruly Chasuble;Refrigerantes;350;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;COM CAFEÍNA;SABOR ARTIFICIAL;COLA;600ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;7,19884E+12
3597;8,25649E+12;Known Premium Refrigerante Maracujá Light 350ML;Stroman, Abbott and Cremin;Known Premium;Refrigerantes;500;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;LATA;UN;SEM CAFEÍNA;SABOR NATURAL;MARACUJÁ;350ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;8,25649E+12
3598;3,45612E+12;Silver Fundraising Refrigerante Laranja Diet 3L;Kuhn and Sons;Silver Fundraising;Refrigerantes;250;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;LARANJA;3L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;3,45612E+12
3599;1,50963E+12;Youthful Hunt Refrigerante Uva Tradicional 3L;Barton Group;Youthful Hunt;Refrigerantes;250;BEBIDA;C/ GAS;S/ ALCOOL;C/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;UVA;3L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;1,50963E+12
3600;1,60454E+12;Portly Dividend Refrigerante Limão Tradicional 269ML;Price and Sons;Portly Dividend;Refrigerantes;350;BEBIDA;C/ GAS;S/ ALCOOL;C/ AÇUCAR;LATA;UN;SEM CAFEÍNA;SABOR NATURAL;LIMÃO;269ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;1,60454E+12
3601;2,63231E+12;Babyish Story Refrigerante Cola Light 350ML;Bode, Walker and Marvin;Babyish Story;Refrigerantes;350;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;LATA;UN;COM CAFEÍNA;SABOR ARTIFICIAL;COLA;350ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;2,63231E+12
3602;7,85336E+12;Growing Optimal Refrigerante Cola Zero 3L;Rutherford LLC;Growing Optimal;Refrigerantes;1000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;COM CAFEÍNA;SABOR ARTIFICIAL;COLA;3L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;7,85336E+12
3603;2,91258E+12;Back Sarong Refrigerante Guaraná Diet 3L;Wintheiser, Lemke and Quitzon;Back Sarong;Refrigerantes;500;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;GUARANÁ;3L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;2,91258E+12
3604;7,37665E+12;Infinite Warming Refrigerante Cola Light 3L;Simonis Inc;Infinite Warming;Refrigerantes;350;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;COM CAFEÍNA;SABOR NATURAL;COLA;3L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;7,37665E+12
3605;4,9759E+12;Glass Gradient Refrigerante Limão Tradicional 269ML;Rutherford Group;Glass Gradient;Refrigerantes;500;BEBIDA;C/ GAS;S/ ALCOOL;C/ AÇUCAR;LATA;UN;SEM CAFEÍNA;SABOR NATURAL;LIMÃO;269ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;4,9759E+12
3606;3,63898E+12;Worst Swing Refrigerante Abacaxi Diet 3L;Ward - Corkery;Worst Swing;Refrigerantes;250;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;ABACAXI;3L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;3,63898E+12
3607;3,69255E+12;Old-fashioned Rationale Refrigerante Maracujá Diet 2L;Balistreri, Marvin and Shields;Old-fashioned Rationale;Refrigerantes;250;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;MARACUJÁ;2L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;3,69255E+12
3608;2,15611E+12;Dapper Larva Refrigerante Abacaxi Zero 600ML pack;Stoltenberg, Rempel and Keebler;Dapper Larva;Refrigerantes;2000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;PACK;SEM CAFEÍNA;SABOR NATURAL;ABACAXI;600ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;6;2,15611E+12
3609;7,28976E+12;Worthwhile Wombat Refrigerante Limão Light 269ML pack;Volkman - Abshire;Worthwhile Wombat;Refrigerantes;350;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;LATA;PACK;SEM CAFEÍNA;SABOR ARTIFICIAL;LIMÃO;269ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;6;7,28976E+12
3610;4,41054E+12;Sneaky Instruction Refrigerante Limão Diet 1L;Welch Inc;Sneaky Instruction;Refrigerantes;1000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;LIMÃO;1L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;4,41054E+12
3611;1,30775E+12;Nervous Footrest Refrigerante Laranja Tradicional 350ML;Schuppe, Botsford and Keebler;Nervous Footrest;Refrigerantes;1000;BEBIDA;C/ GAS;S/ ALCOOL;C/ AÇUCAR;LATA;UN;SEM CAFEÍNA;SABOR NATURAL;LARANJA;350ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;1,30775E+12
3612;8,86069E+12;Muddy Pharmacopoeia Refrigerante Cola Diet 600ML;Davis - Kiehn;Muddy Pharmacopoeia;Refrigerantes;1000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;COM CAFEÍNA;SABOR NATURAL;COLA;600ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;8,86069E+12
3613;3,84977E+12;Snappy Stock Refrigerante Uva Light 1L;Stroman, Abbott and Cremin;Snappy Stock;Refrigerantes;250;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;UVA;1L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;3,84977E+12
3614;8,27922E+12;Lighthearted Trash Refrigerante Cola Tradicional 350ML;Heidenreich, Abbott and DuBuque;Lighthearted Trash;Refrigerantes;1000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;LATA;UN;COM CAFEÍNA;SABOR ARTIFICIAL;COLA;350ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;8,27922E+12
3615;1,82054E+12;Wiggly Overheard Refrigerante Limão Zero 3L;Wisoky, Strosin and MacGyver;Wiggly Overheard;Refrigerantes;250;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;LIMÃO;3L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;1,82054E+12
3616;5,86414E+12;Queasy Swath Refrigerante Guaraná Light 350ML;Lindgren LLC;Queasy Swath;Refrigerantes;250;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;LATA;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;GUARANÁ;350ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;5,86414E+12
3617;5,87961E+12;Important Underneath Refrigerante Abacaxi Zero 3L;Larkin - Price;Important Underneath;Refrigerantes;350;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;ABACAXI;3L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;5,87961E+12
3618;5,47265E+12;Common Sticker Refrigerante Laranja Zero 1L;O'Conner, Crist and Wolf;Common Sticker;Refrigerantes;1000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;LARANJA;1L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;5,47265E+12
3619;8,32641E+12;Grim Brush Refrigerante Guaraná Diet 2,5L;Blanda Group;Grim Brush;Refrigerantes;250;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;GUARANÁ;2,5L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;8,32641E+12
3620;4,74906E+12;Direct Lava Refrigerante Abacaxi Diet 269ML pack;Stark, Skiles and Murazik;Direct Lava;Refrigerantes;350;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;LATA;PACK;SEM CAFEÍNA;SABOR ARTIFICIAL;ABACAXI;269ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;6;4,74906E+12
3621;4,19564E+12;Left Sweatshop Refrigerante Guaraná Light 600ML;Blick - Beatty;Left Sweatshop;Refrigerantes;1000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;GUARANÁ;600ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;4,19564E+12
3622;6,0001E+12;Livid Drive Refrigerante Abacaxi Tradicional 2L;Rempel Inc;Livid Drive;Refrigerantes;2000;BEBIDA;C/ GAS;S/ ALCOOL;C/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;ABACAXI;2L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;6,0001E+12
3623;7,88249E+12;Thick Sustenance Refrigerante Maracujá Diet 269ML;Altenwerth - Harber;Thick Sustenance;Refrigerantes;250;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;LATA;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;MARACUJÁ;269ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;7,88249E+12
3624;9,62861E+12;Putrid Casement Refrigerante Limão Diet 600ML;Heidenreich, Feil and Goodwin;Putrid Casement;Refrigerantes;500;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;LIMÃO;600ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;9,62861E+12
3625;4,90609E+12;Major Legging Refrigerante Maracujá Tradicional 269ML;Hamill - Bins;Major Legging;Refrigerantes;250;BEBIDA;C/ GAS;S/ ALCOOL;C/ AÇUCAR;LATA;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;MARACUJÁ;269ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;4,90609E+12
3626;5,21345E+12;Quick-witted Electronics Refrigerante Laranja Zero 2L;Steuber and Sons;Quick-witted Electronics;Refrigerantes;250;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;LARANJA;2L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;5,21345E+12
3627;9,75634E+12;Infinite Warming Refrigerante Laranja Diet 3L;Simonis Inc;Infinite Warming;Refrigerantes;500;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;LARANJA;3L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;9,75634E+12
3628;9,4233E+12;Worthwhile Wombat Refrigerante Abacaxi Zero 2L;Volkman - Abshire;Worthwhile Wombat;Refrigerantes;250;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;ABACAXI;2L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;9,4233E+12
3629;3,10598E+12;Imaginary Smoke Refrigerante Laranja Diet 2L;Homenick LLC;Imaginary Smoke;Refrigerantes;350;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;LARANJA;2L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;3,10598E+12
3630;4,88552E+12;Thick Sustenance Refrigerante Limão Diet 3L;Altenwerth - Harber;Thick Sustenance;Refrigerantes;1000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;LIMÃO;3L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;4,88552E+12
3631;2,14083E+12;Shady Gray Refrigerante Guaraná Zero 600ML;Kub - Halvorson;Shady Gray;Refrigerantes;500;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;GUARANÁ;600ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;2,14083E+12
3632;8,82257E+12;Triangular Sonata Refrigerante Maracujá Light 350ML;O'Reilly, Fadel and Watsica;Triangular Sonata;Refrigerantes;2000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;LATA;UN;SEM CAFEÍNA;SABOR NATURAL;MARACUJÁ;350ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;8,82257E+12
3633;1,27609E+12;Tough Negotiation Refrigerante Limão Zero 600ML;Walker, Morissette and Hoppe;Tough Negotiation;Refrigerantes;1000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;LIMÃO;600ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;1,27609E+12
